:START_ID,:END_ID,:TYPE
857,1335,PARTY_TO
857,1336,PARTY_TO
965,1337,PARTY_TO
965,1338,PARTY_TO
993,1339,PARTY_TO
689,31756,PARTY_TO
106,31757,PARTY_TO
934,31758,PARTY_TO
47,31759,PARTY_TO
47,31760,PARTY_TO
981,1325,PARTY_TO
981,1326,PARTY_TO
1088,1327,PARTY_TO
1088,1328,PARTY_TO
630,1329,PARTY_TO
843,1330,PARTY_TO
1144,1331,PARTY_TO
214,1332,PARTY_TO
592,1333,PARTY_TO
1084,1334,PARTY_TO
1198,31766,PARTY_TO
650,31761,PARTY_TO
816,31762,PARTY_TO
509,31763,PARTY_TO
159,31764,PARTY_TO
554,31765,PARTY_TO
1279,31798,PARTY_TO
861,31799,PARTY_TO
863,31835,PARTY_TO
863,31874,PARTY_TO
874,31875,PARTY_TO
874,31882,PARTY_TO
874,31908,PARTY_TO
1286,31936,PARTY_TO
1283,31951,PARTY_TO
1283,31952,PARTY_TO
1283,31960,PARTY_TO
1283,31975,PARTY_TO
1283,31976,PARTY_TO
861,31868,PARTY_TO
863,32204,PARTY_TO
867,49059,PARTY_TO
1279,31777,PARTY_TO
1279,31785,PARTY_TO
1279,31786,PARTY_TO
1279,31797,PARTY_TO
867,45818,PARTY_TO
867,37292,PARTY_TO
1286,58142,PARTY_TO
1286,59288,PARTY_TO
1286,58066,PARTY_TO
877,57478,PARTY_TO
877,57117,PARTY_TO
877,57116,PARTY_TO
877,57182,PARTY_TO
