:START_ID,:END_ID,:TYPE
1,16960,HAS_POSTCODE
6,16962,HAS_POSTCODE
10,16964,HAS_POSTCODE
17,16966,HAS_POSTCODE
24,16968,HAS_POSTCODE
28,16970,HAS_POSTCODE
32,16972,HAS_POSTCODE
36,16973,HAS_POSTCODE
40,16975,HAS_POSTCODE
44,16977,HAS_POSTCODE
54,16979,HAS_POSTCODE
58,16980,HAS_POSTCODE
63,16982,HAS_POSTCODE
67,16984,HAS_POSTCODE
71,16986,HAS_POSTCODE
75,16988,HAS_POSTCODE
79,16990,HAS_POSTCODE
83,16991,HAS_POSTCODE
87,16993,HAS_POSTCODE
91,16995,HAS_POSTCODE
93,16997,HAS_POSTCODE
95,16999,HAS_POSTCODE
99,17001,HAS_POSTCODE
103,17003,HAS_POSTCODE
107,17005,HAS_POSTCODE
111,17006,HAS_POSTCODE
115,17007,HAS_POSTCODE
125,17009,HAS_POSTCODE
132,17010,HAS_POSTCODE
136,17011,HAS_POSTCODE
138,17013,HAS_POSTCODE
142,17014,HAS_POSTCODE
144,17016,HAS_POSTCODE
148,17017,HAS_POSTCODE
152,17019,HAS_POSTCODE
156,17020,HAS_POSTCODE
163,17022,HAS_POSTCODE
167,17024,HAS_POSTCODE
171,17025,HAS_POSTCODE
176,17027,HAS_POSTCODE
180,17028,HAS_POSTCODE
184,17030,HAS_POSTCODE
188,17032,HAS_POSTCODE
192,17034,HAS_POSTCODE
196,17036,HAS_POSTCODE
200,17037,HAS_POSTCODE
204,17039,HAS_POSTCODE
208,17041,HAS_POSTCODE
218,17042,HAS_POSTCODE
222,17043,HAS_POSTCODE
226,17044,HAS_POSTCODE
233,17046,HAS_POSTCODE
237,17047,HAS_POSTCODE
241,17048,HAS_POSTCODE
243,17050,HAS_POSTCODE
253,17051,HAS_POSTCODE
257,17053,HAS_POSTCODE
261,17055,HAS_POSTCODE
265,17057,HAS_POSTCODE
269,17059,HAS_POSTCODE
273,17060,HAS_POSTCODE
277,17061,HAS_POSTCODE
281,17063,HAS_POSTCODE
285,17065,HAS_POSTCODE
289,17066,HAS_POSTCODE
293,17067,HAS_POSTCODE
297,17068,HAS_POSTCODE
299,17069,HAS_POSTCODE
303,17070,HAS_POSTCODE
307,17071,HAS_POSTCODE
311,17072,HAS_POSTCODE
318,17073,HAS_POSTCODE
320,17074,HAS_POSTCODE
324,17076,HAS_POSTCODE
328,17078,HAS_POSTCODE
332,17080,HAS_POSTCODE
336,17081,HAS_POSTCODE
340,17083,HAS_POSTCODE
344,17084,HAS_POSTCODE
348,17086,HAS_POSTCODE
350,17088,HAS_POSTCODE
354,17089,HAS_POSTCODE
364,17090,HAS_POSTCODE
368,17092,HAS_POSTCODE
370,17093,HAS_POSTCODE
383,17094,HAS_POSTCODE
390,17096,HAS_POSTCODE
394,17097,HAS_POSTCODE
398,17099,HAS_POSTCODE
402,17100,HAS_POSTCODE
404,17101,HAS_POSTCODE
408,17103,HAS_POSTCODE
412,17104,HAS_POSTCODE
416,17106,HAS_POSTCODE
420,17107,HAS_POSTCODE
424,17108,HAS_POSTCODE
428,17110,HAS_POSTCODE
432,17111,HAS_POSTCODE
437,17112,HAS_POSTCODE
441,17113,HAS_POSTCODE
445,17114,HAS_POSTCODE
449,17115,HAS_POSTCODE
453,17117,HAS_POSTCODE
457,17119,HAS_POSTCODE
461,17120,HAS_POSTCODE
465,17122,HAS_POSTCODE
472,17123,HAS_POSTCODE
476,17125,HAS_POSTCODE
480,17126,HAS_POSTCODE
484,17127,HAS_POSTCODE
491,17128,HAS_POSTCODE
495,17129,HAS_POSTCODE
497,17130,HAS_POSTCODE
504,17131,HAS_POSTCODE
506,17132,HAS_POSTCODE
513,17133,HAS_POSTCODE
520,17134,HAS_POSTCODE
524,17136,HAS_POSTCODE
528,17137,HAS_POSTCODE
532,17138,HAS_POSTCODE
536,17139,HAS_POSTCODE
540,17140,HAS_POSTCODE
547,17141,HAS_POSTCODE
551,17142,HAS_POSTCODE
555,17144,HAS_POSTCODE
559,17145,HAS_POSTCODE
566,17146,HAS_POSTCODE
573,17147,HAS_POSTCODE
577,17148,HAS_POSTCODE
581,17149,HAS_POSTCODE
585,17150,HAS_POSTCODE
589,17152,HAS_POSTCODE
593,17153,HAS_POSTCODE
597,17154,HAS_POSTCODE
601,17155,HAS_POSTCODE
605,17156,HAS_POSTCODE
615,17157,HAS_POSTCODE
619,17159,HAS_POSTCODE
623,17160,HAS_POSTCODE
627,17161,HAS_POSTCODE
631,17162,HAS_POSTCODE
635,17163,HAS_POSTCODE
639,17164,HAS_POSTCODE
641,17165,HAS_POSTCODE
645,17166,HAS_POSTCODE
647,17167,HAS_POSTCODE
651,17168,HAS_POSTCODE
655,17170,HAS_POSTCODE
659,17171,HAS_POSTCODE
663,17172,HAS_POSTCODE
667,17173,HAS_POSTCODE
671,17174,HAS_POSTCODE
675,17175,HAS_POSTCODE
679,17176,HAS_POSTCODE
686,17177,HAS_POSTCODE
690,17178,HAS_POSTCODE
694,17179,HAS_POSTCODE
698,17180,HAS_POSTCODE
702,17181,HAS_POSTCODE
710,17182,HAS_POSTCODE
717,17183,HAS_POSTCODE
721,17184,HAS_POSTCODE
725,17186,HAS_POSTCODE
727,17187,HAS_POSTCODE
729,17188,HAS_POSTCODE
733,17189,HAS_POSTCODE
737,17190,HAS_POSTCODE
741,17192,HAS_POSTCODE
745,17193,HAS_POSTCODE
749,17194,HAS_POSTCODE
753,17196,HAS_POSTCODE
757,17197,HAS_POSTCODE
761,17198,HAS_POSTCODE
765,17199,HAS_POSTCODE
769,17200,HAS_POSTCODE
773,17201,HAS_POSTCODE
777,17203,HAS_POSTCODE
785,17204,HAS_POSTCODE
789,17206,HAS_POSTCODE
793,17207,HAS_POSTCODE
797,17208,HAS_POSTCODE
799,17209,HAS_POSTCODE
803,17210,HAS_POSTCODE
807,17211,HAS_POSTCODE
817,17213,HAS_POSTCODE
821,17214,HAS_POSTCODE
825,17215,HAS_POSTCODE
829,17216,HAS_POSTCODE
833,17217,HAS_POSTCODE
840,17219,HAS_POSTCODE
844,17220,HAS_POSTCODE
848,17221,HAS_POSTCODE
850,17222,HAS_POSTCODE
854,17223,HAS_POSTCODE
858,17224,HAS_POSTCODE
862,17225,HAS_POSTCODE
864,17226,HAS_POSTCODE
871,17227,HAS_POSTCODE
