:START_ID,:END_ID,:TYPE
806,824,KNOWS_PHONE
2,752,KNOWS_PHONE
910,9,KNOWS_PHONE
1005,870,KNOWS_PHONE
1024,849,KNOWS_PHONE
614,1194,KNOWS_PHONE
118,662,KNOWS_PHONE
1234,853,KNOWS_PHONE
1100,59,KNOWS_PHONE
626,1148,KNOWS_PHONE
70,1151,KNOWS_PHONE
203,1088,KNOWS_PHONE
280,468,KNOWS_PHONE
1283,327,KNOWS_PHONE
576,360,KNOWS_PHONE
666,20,KNOWS_PHONE
236,1268,KNOWS_PHONE
1214,788,KNOWS_PHONE
1144,389,KNOWS_PHONE
881,16,KNOWS_PHONE
1190,592,KNOWS_PHONE
110,546,KNOWS_PHONE
1301,678,KNOWS_PHONE
1286,393,KNOWS_PHONE
1257,961,KNOWS_PHONE
877,527,KNOWS_PHONE
162,867,KNOWS_PHONE
479,39,KNOWS_PHONE
1129,155,KNOWS_PHONE
630,973,KNOWS_PHONE
670,249,KNOWS_PHONE
114,376,KNOWS_PHONE
407,1122,KNOWS_PHONE
772,252,KNOWS_PHONE
98,1114,KNOWS_PHONE
1210,816,KNOWS_PHONE
1293,183,KNOWS_PHONE
159,768,KNOWS_PHONE
433,1046,KNOWS_PHONE
923,225,KNOWS_PHONE
1206,784,KNOWS_PHONE
427,604,KNOWS_PHONE
981,640,KNOWS_PHONE
1226,969,KNOWS_PHONE
1031,43,KNOWS_PHONE
792,682,KNOWS_PHONE
106,997,KNOWS_PHONE
756,82,KNOWS_PHONE
810,674,KNOWS_PHONE
94,272,KNOWS_PHONE
397,195,KNOWS_PHONE
650,199,KNOWS_PHONE
584,292,KNOWS_PHONE
379,1108,KNOWS_PHONE
554,335,KNOWS_PHONE
35,1289,KNOWS_PHONE
1316,50,KNOWS_PHONE
363,951,KNOWS_PHONE
926,942,KNOWS_PHONE
487,460,KNOWS_PHONE
938,444,KNOWS_PHONE
920,187,KNOWS_PHONE
1140,415,KNOWS_PHONE
242,989,KNOWS_PHONE
102,128,KNOWS_PHONE
323,993,KNOWS_PHONE
1073,131,KNOWS_PHONE
523,634,KNOWS_PHONE
151,170,KNOWS_PHONE
685,744,KNOWS_PHONE
411,143,KNOWS_PHONE
27,1246,KNOWS_PHONE
965,802,KNOWS_PHONE
175,1076,KNOWS_PHONE
539,302,KNOWS_PHONE
1118,709,KNOWS_PHONE
760,456,KNOWS_PHONE
565,836,KNOWS_PHONE
693,66,KNOWS_PHONE
1265,496,KNOWS_PHONE
740,857,KNOWS_PHONE
440,1261,KNOWS_PHONE
716,706,KNOWS_PHONE
53,1320,KNOWS_PHONE
832,319,KNOWS_PHONE
1238,689,KNOWS_PHONE
1297,1039,KNOWS_PHONE
121,448,KNOWS_PHONE
1096,179,KNOWS_PHONE
888,1013,KNOWS_PHONE
1174,221,KNOWS_PHONE
720,748,KNOWS_PHONE
519,914,KNOWS_PHONE
1230,977,KNOWS_PHONE
13,588,KNOWS_PHONE
1178,232,KNOWS_PHONE
284,5,KNOWS_PHONE
268,214,KNOWS_PHONE
471,764,KNOWS_PHONE
490,658,KNOWS_PHONE
47,512,KNOWS_PHONE
509,369,KNOWS_PHONE
813,1080,KNOWS_PHONE
558,900,KNOWS_PHONE
1304,917,KNOWS_PHONE
246,580,KNOWS_PHONE
1155,423,KNOWS_PHONE
600,1170,KNOWS_PHONE
436,874,KNOWS_PHONE
207,780,KNOWS_PHONE
608,934,KNOWS_PHONE
475,516,KNOWS_PHONE
569,896,KNOWS_PHONE
386,1063,KNOWS_PHONE
343,646,KNOWS_PHONE
452,1027,KNOWS_PHONE
1198,713,KNOWS_PHONE
403,1308,KNOWS_PHONE
