:START_ID,:END_ID,:TYPE
16898,16961,LOCATION_IN_AREA
16899,16961,LOCATION_IN_AREA
16896,16961,LOCATION_IN_AREA
16907,16961,LOCATION_IN_AREA
16906,16961,LOCATION_IN_AREA
16905,16961,LOCATION_IN_AREA
16914,16961,LOCATION_IN_AREA
15371,16961,LOCATION_IN_AREA
15372,16961,LOCATION_IN_AREA
15356,16961,LOCATION_IN_AREA
15351,16961,LOCATION_IN_AREA
15385,16961,LOCATION_IN_AREA
15383,16961,LOCATION_IN_AREA
15384,16961,LOCATION_IN_AREA
15377,16961,LOCATION_IN_AREA
15376,16961,LOCATION_IN_AREA
15375,16961,LOCATION_IN_AREA
15374,16961,LOCATION_IN_AREA
15373,16961,LOCATION_IN_AREA
15382,16961,LOCATION_IN_AREA
15381,16961,LOCATION_IN_AREA
15380,16961,LOCATION_IN_AREA
15379,16961,LOCATION_IN_AREA
15378,16961,LOCATION_IN_AREA
15272,16961,LOCATION_IN_AREA
15271,16961,LOCATION_IN_AREA
15269,16961,LOCATION_IN_AREA
15270,16961,LOCATION_IN_AREA
15268,16961,LOCATION_IN_AREA
15267,16961,LOCATION_IN_AREA
15265,16961,LOCATION_IN_AREA
15266,16961,LOCATION_IN_AREA
15348,16961,LOCATION_IN_AREA
15211,16961,LOCATION_IN_AREA
15214,16961,LOCATION_IN_AREA
15215,16961,LOCATION_IN_AREA
15216,16961,LOCATION_IN_AREA
15212,16961,LOCATION_IN_AREA
15213,16961,LOCATION_IN_AREA
15220,16961,LOCATION_IN_AREA
15221,16961,LOCATION_IN_AREA
15217,16961,LOCATION_IN_AREA
15218,16961,LOCATION_IN_AREA
15219,16961,LOCATION_IN_AREA
15224,16961,LOCATION_IN_AREA
15223,16961,LOCATION_IN_AREA
15222,16961,LOCATION_IN_AREA
15227,16961,LOCATION_IN_AREA
15226,16961,LOCATION_IN_AREA
15225,16961,LOCATION_IN_AREA
15230,16961,LOCATION_IN_AREA
15229,16961,LOCATION_IN_AREA
15228,16961,LOCATION_IN_AREA
15232,16961,LOCATION_IN_AREA
15231,16961,LOCATION_IN_AREA
15235,16961,LOCATION_IN_AREA
15233,16961,LOCATION_IN_AREA
15234,16961,LOCATION_IN_AREA
15237,16961,LOCATION_IN_AREA
15238,16961,LOCATION_IN_AREA
15236,16961,LOCATION_IN_AREA
15240,16961,LOCATION_IN_AREA
15239,16961,LOCATION_IN_AREA
15243,16961,LOCATION_IN_AREA
15241,16961,LOCATION_IN_AREA
15242,16961,LOCATION_IN_AREA
15244,16961,LOCATION_IN_AREA
15246,16961,LOCATION_IN_AREA
15245,16961,LOCATION_IN_AREA
15247,16961,LOCATION_IN_AREA
15248,16961,LOCATION_IN_AREA
15250,16961,LOCATION_IN_AREA
15249,16961,LOCATION_IN_AREA
15251,16961,LOCATION_IN_AREA
15252,16961,LOCATION_IN_AREA
15254,16961,LOCATION_IN_AREA
15253,16961,LOCATION_IN_AREA
15255,16961,LOCATION_IN_AREA
15256,16961,LOCATION_IN_AREA
15257,16961,LOCATION_IN_AREA
15258,16961,LOCATION_IN_AREA
15259,16961,LOCATION_IN_AREA
15260,16961,LOCATION_IN_AREA
15261,16961,LOCATION_IN_AREA
15262,16961,LOCATION_IN_AREA
15263,16961,LOCATION_IN_AREA
15264,16961,LOCATION_IN_AREA
15042,16961,LOCATION_IN_AREA
15040,16961,LOCATION_IN_AREA
15041,16961,LOCATION_IN_AREA
15044,16961,LOCATION_IN_AREA
15045,16961,LOCATION_IN_AREA
15043,16961,LOCATION_IN_AREA
15047,16961,LOCATION_IN_AREA
